Concurso;Data Sorteio;Dezena_1;Dezena_2;Dezena_3;Dezena_4;Dezena_5;Dezena_6;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1683;03/04/15;48;4;12;34;32;33;36.221.137,50;1;SANTO ANDRÉ;SP;7.199.799,02;80;26.507,29;6925;437,45;NÃO;0;3.000.000,00;10.328.847,34
1684;03/07/15;9;12;31;50;18;39;32.477.135,00;0;;;0;49;38.803,85;4143;655,62;SIM;15.082.796,62;20.000.000,00;10.829.212,77
1685;03/11/15;39;46;18;51;31;3;49.359.462,50;0;;;0;134;21.565,46;7584;544,33;SIM;20.406.061,12;26.000.000,00;11.589.679,15
1686;14/03/2015;44;37;9;55;14;46;59.111.810,00;3;SANTA TERESA;ES;8.927.028,65;117;29.578,87;8999;549,38;NÃO;0;3.000.000,00;12.500.397,00
;;;;;;;;;;IBIUNA;SP;;;;;;;;;
;;;;;;;;;;SERTÃOZINHO;SP;;;;;;;;;
1687;18/03/2015;15;58;24;37;46;49;29.437.405,00;1;RECIFE;PE;3.174.732,56;75;22.979,02;4522;544,45;NÃO;0;3.000.000,00;12.953.930,24
1688;21/03/2015;18;23;42;56;32;30;31.473.995,00;0;;;0;47;39.205,52;4355;604,44;SIM;3.394.372,46;7.000.000,00;13.438.840,61
1689;25/03/2015;41;2;53;5;13;27;35.477.090,00;2;REDENÇÃO;PA;3.610.233,13;185;11.227,15;9634;307,98;NÃO;0;19.000.000,00;13.985.425,45
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1690;28/03/2015;24;45;53;35;26;21;45.880.452,50;0;;;0;63;42.636,38;5708;672,26;SIM;18.835.399,50;25.000.000,00;14.692.291,77
1691;04/01/15;39;45;58;10;1;24;53.645.920,00;0;;;0;145;21.660,17;9387;477,97;SIM;24.620.945,12;32.000.000,00;15.518.798,30
1692;04/04/15;44;56;13;14;27;11;52.625.212,50;0;;;0;180;17.116,48;12447;353,6;SIM;30.296.410,60;38.000.000,00;16.329.579,10
1693;04/08/15;19;18;38;5;21;15;68.053.730,00;0;;;0;178;22.383,35;13997;406,64;SIM;37.635.793,70;46.000.000,00;17.378.062,41
1694;04/11/15;34;29;20;37;57;45;85.939.430,00;1;TOLEDO;PR;46.904.093,93;348;14.457,94;10854;662,21;NÃO;0;25.000.000,00;18.702.105,32
1695;15/04/2015;36;43;38;24;58;44;48.540.870,00;0;;;0;128;22.201,93;8910;455,64;SIM;25.988.372,92;33.000.000,00;19.449.959,88
1696;18/04/2015;12;1;31;37;17;46;64.179.532,50;1;DIAMANTINA;MG;32.909.935,88;135;27.832,74;9824;546,39;NÃO;0;3.000.000,00;20.438.754,61
1697;22/04/2015;8;30;23;51;53;58;25.022.142,50;0;;;0;62;23.627,94;3593;582,45;SIM;2.698.560,23;6.000.000,00;20.824.263,23
1698;25/04/2015;24;44;28;13;45;11;37.797.410,00;0;;;0;132;16.764,14;8869;356,43;SIM;6.774.893,33;11.000.000,00;21.406.596,54
1699;29/04/2015;1;10;30;33;38;6;41.964.382,50;0;;;0;189;12.999,07;9424;372,42;SIM;26.045.125,94;33.000.000,00;22.053.129,14
1700;05/02/15;58;41;48;50;15;18;50.524.517,50;1;CAMBUCI;RJ;31.494.038,01;65;45.507,40;5380;785,44;NÃO;0;2.500.000,00;22.831.545,17
1701;05/05/15;9;3;18;40;32;56;18.715.640,00;1;RIBEIRA DO POMBAL;BA;2.018.423,55;59;18.571,45;3328;470,34;NÃO;0;2.000.000,00;23.119.891,41
1702;05/07/15;39;52;17;35;19;33;25.567.425,00;1;ARAPIRACA;AL;2.757.367,25;139;10.768,76;5963;358,6;NÃO;0;3.000.000,00;23.513.801,04
1703;05/09/15;49;3;35;39;23;26;29.544.590,00;0;;;0;75;23.062,69;4451;555,15;SIM;3.186.292,13;7.000.000,00;23.968.985,63
1704;13/05/2015;11;7;59;51;32;1;35.585.577,50;0;;;0;74;28.153,70;6399;465,11;SIM;17.866.181,80;23.000.000,00;24.517.241,91
1705;16/05/2015;50;37;51;27;29;25;53.402.397,50;0;;;0;60;52.107,79;6095;732,79;SIM;23.625.464,27;30.000.000,00;25.339.996,57
1706;20/05/2015;12;31;34;48;36;56;58.536.962,50;1;CAMPO GRANDE;MS;29.938.493,60;136;25.199,07;10756;455,17;NÃO;0;3.000.000,00;26.241.857,93
1707;23/05/2015;36;27;20;7;16;52;29.751.635,00;0;;;0;65;26.797,28;4048;614,7;SIM;3.208.621,29;6.500.000,00;26.700.232,41
1708;27/05/2015;38;50;29;45;17;32;37.147.638,50;0;;;0;72;30.205,91;4174;744,34;SIM;7.214.878,56;12.000.000,00;27.272.554,89
1709;30/05/2015;30;7;47;35;19;42;46.378.374,00;0;;;0;102;26.620,03;6499;596,84;SIM;27.483.984,27;33.000.000,00;27.987.092,53
1710;06/03/15;59;56;7;28;21;58;61.393.629,50;0;;;0;90;39.936,87;6845;750,14;SIM;34.105.096,25;42.000.000,00;28.932.965,69
1711;06/06/15;38;22;50;45;26;39;65.167.424,00;0;;;0;85;44.885,37;6112;891,74;SIM;41.133.200,24;50.000.000,00;29.936.980,56
1712;06/10/15;50;19;59;2;29;12;91.459.522,00;0;;;0;169;31.683,66;9443;810,05;SIM;50.996.825,22;65.000.000,00;31.346.069,86
1713;13/06/2015;3;29;10;16;23;27;113.128.519,00;2;MARINGÁ;PR;31.598.692,07;388;17.070,00;21476;440,56;NÃO;0;3.000.000,00;33.089.006,85
;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;
1714;17/06/2015;51;2;24;52;36;8;31.632.681,50;0;;;0;106;17.471,23;5421;488,03;SIM;28.004.271,91;33.000.000,00;33.576.362,05
1715;20/06/2015;20;16;35;40;60;53;53.936.666,00;0;;;0;58;54.443,91;4649;970,33;SIM;33.821.173,57;40.000.000,00;34.407.348,01
1716;24/06/2015;25;36;2;53;42;41;64.542.467,50;1;SÃO PAULO;SP;40.781.877,95;62;60.946,26;5896;915,55;NÃO;0;3.000.000,00;35.401.734,37
1717;27/06/2015;9;58;16;44;2;37;30.559.854,50;0;;;0;122;14.665,09;4934;518,02;SIM;3.295.785,25;6.800.000,00;35.872.560,83
1718;07/01/15;30;53;4;31;47;32;34.530.772,50;0;;;0;49;41.257,55;3197;903,35;SIM;7.019.821,66;11.500.000,00;36.404.566,04
1719;07/04/15;44;22;31;54;34;1;44.572.668,00;0;;;0;45;57.989,50;3009;1.238,91;SIM;27.292.500,36;33.000.000,00;37.091.283,72
1720;07/07/15;49;39;18;31;57;23;35.765.586,50;0;;;0;47;44.551,33;3410;877,21;SIM;31.149.707,61;35.000.000,00;37.642.313,34
1721;07/09/15;12;33;4;38;36;19;48.722.999,50;1;ITAPEVI;SP;36.404.331,56;188;15.172,92;9668;421,49;NÃO;0;3.000.000,00;38.392.973,91
1722;07/11/15;41;39;9;49;23;58;29.760.640,00;0;;;0;33;52.798,49;2640;942,83;SIM;3.209.592,45;7.000.000,00;38.851.487,13
1723;15/07/2015;27;60;30;14;46;52;35.168.280,00;0;;;0;54;38.128,57;3169;928,16;SIM;7.002.382,06;11.000.000,00;39.393.314,24
1724;18/07/2015;27;39;37;58;60;33;43.592.832,50;0;;;0;53;48.154,01;4281;851,65;SIM;24.787.802,64;32.000.000,00;40.064.935,88
1725;22/07/2015;26;31;30;18;16;34;57.555.039,50;0;;;0;51;66.070,32;5054;952,45;SIM;30.994.934,63;37.500.000,00;40.951.669,04
1726;25/07/2015;42;54;57;3;49;10;65.189.197,50;0;;;0;111;34.383,16;7581;719,19;SIM;38.025.386,82;46.000.000,00;41.956.019,37
1727;29/07/2015;4;6;41;40;19;20;77.569.436,00;1;SÃO PAULO;SP;46.391.009,23;122;37.224,08;8814;736,05;NÃO;0;3.000.000,00;43.151.108,29
1728;08/01/15;28;39;8;59;42;3;32.686.381,00;0;;;0;45;42.525,31;3617;755,81;SIM;3.525.124,52;7.500.000,00;43.654.697,52
1729;08/04/15;53;14;44;7;23;43;22.178.415,00;0;;;0;39;33.293,47;2553;726,56;SIM;23.215.411,62;27.000.000,00;43.996.393,70
1730;08/06/15;1;24;10;17;42;51;43.268.162,00;2;PORTO ALEGRE;RS;13.940.874,15;195;12.990,53;10089;358,68;NÃO;0;3.000.000,00;44.663.013,24
;;;;;;;;;;SANTA MARIA;RS;;;;;;;;;
1731;08/08/15;59;49;43;5;27;18;29.924.881,00;0;;;0;68;25.764,20;4160;601,63;SIM;3.227.305,34;7.000.000,00;45.124.056,87
1732;08/12/15;25;60;34;53;45;38;35.367.286,50;1;RIO DE JANEIRO;RJ;7.041.557,17;73;28.364,30;3177;931,06;NÃO;0;3.000.000,00;45.668.950,00
1733;15/08/2015;5;9;41;14;3;46;30.881.081,00;1;BAIXO GUANDÚ;ES;3.330.428,53;63;28.697,57;4818;536,06;NÃO;0;3.000.000,00;46.144.725,52
1734;19/08/2015;52;29;17;41;12;25;28.068.845,00;0;;;0;64;25.676,61;3315;708,16;SIM;14.382.569,60;19.000.000,00;46.577.173,77
1735;22/08/2015;46;16;33;45;34;6;45.267.953,50;0;;;0;86;30.816,66;4779;792,22;SIM;19.264.577,58;25.000.000,00;47.274.603,49
1736;26/08/2015;13;32;12;41;24;29;51.536.635,50;0;;;0;105;28.735,58;6581;654,96;SIM;24.822.643,42;31.000.000,00;48.068.612,91
1737;29/08/2015;59;5;51;42;50;8;61.137.594,00;0;;;0;73;49.031,90;5770;886,19;SIM;31.416.142,77;39.000.000,00;49.010.541,40
1738;09/02/15;53;46;28;48;37;12;66.754.387,00;1;GUAÍRA;PR;38.615.395,78;96;40.710,07;6889;810,43;NÃO;0;3.000.000,00;50.039.006,13
1739;09/05/15;34;17;9;46;10;32;30.926.217,00;0;;;0;51;35.501,76;4020;643,42;SIM;20.663.830,42;27.000.000,00;50.515.477,06
1740;09/09/15;38;15;47;25;10;53;38.464.531,00;0;;;0;62;36.321,35;4599;699,5;SIM;24.812.110,45;30.000.000,00;51.108.088,51
1741;09/12/15;49;18;20;32;15;48;58.440.900,00;1;Curitiba;PR;31.114.779,74;82;41.724,99;6448;758,03;NÃO;0;3.000.000,00;52.008.469,85
1742;16/09/2015;23;27;21;19;52;11;28.516.894,00;0;;;0;83;20.114,88;4483;532,02;SIM;3.075.458,31;7.000.000,00;52.447.821,04
1743;19/09/2015;34;31;29;4;10;35;35.694.197,00;0;;;0;40;52.243,33;3955;754,82;SIM;6.924.966,43;11.500.000,00;52.997.750,79
1744;23/09/2015;12;9;56;29;14;42;38.474.611,00;0;;;0;96;23.463,68;5272;610,37;SIM;24.604.511,33;30.000.000,00;53.590.517,52
1745;26/09/2015;13;47;60;18;52;9;54.631.755,50;0;;;0;128;24.987,82;6976;654,98;SIM;30.496.376,24;38.500.000,00;54.432.212,52
1746;30/09/2015;37;40;6;58;41;18;65.809.135,00;0;;;0;106;36.347,41;5849;941,02;SIM;37.593.686,76;45.000.000,00;55.446.114,04
1747;10/03/15;53;34;59;33;48;6;82.048.242,50;2;ITAÍ;SP;23.221.167,26;93;51.651,09;8700;788,76;NÃO;0;3.000.000,00;56.710.206,59
;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;
1748;10/07/15;2;53;13;49;10;41;29.340.979,50;0;;;0;76;22.602,38;3731;657,72;SIM;3.164.333,37;7.000.000,00;57.162.254,23
1749;10/10/15;33;13;14;3;43;29;38.169.180,00;0;;;0;78;28.649,13;7101;449,56;SIM;25.583.870,58;31.000.000,00;57.750.315,28
1750;13/10/2015;17;41;48;15;20;31;20.345.405,50;0;;;0;23;51.788,31;1865;912,39;SIM;27.778.059,26;32.000.000,00;58.063.770,83
1751;15/10/2015;42;22;51;23;57;15;45.196.469,50;0;;;0;47;56.298,89;4580;825,34;SIM;32.652.357,92;40.000.000,00;58.760.099,22
1752;17/10/2015;36;53;55;37;60;9;59.290.882,00;0;;;0;70;49.588,74;5668;874,88;SIM;39.046.695,13;46.000.000,00;59.673.575,98
1753;21/10/2015;54;8;45;29;35;15;76.858.873,00;1;BRASÍLIA;DF;47.335.685,52;149;30.199,58;8929;719,92;NÃO;0;3.000.000,00;60.857.717,48
1754;24/10/2015;20;31;40;30;27;53;29.782.637,50;0;;;0;22;79.256,27;1958;1.272,17;SIM;18.903.483,52;23.000.000,00;61.316.569,61
1755;28/10/2015;48;5;30;18;8;2;48.595.981,00;0;;;0;123;23.130,69;8784;462,7;SIM;24.144.408,92;30.000.000,00;62.065.273,25
1756;31/10/2015;28;13;6;14;45;35;59.598.896,00;0;;;0;134;26.039,14;10310;483,47;SIM;30.571.964,48;39.000.000,00;62.983.495,49
1757;11/04/15;43;13;28;56;37;25;59.273.746,00;0;;;0;311;11.158,23;11196;442,78;SIM;36.964.453,62;44.000.000,00;63.896.708,23
1758;11/07/15;6;23;16;11;42;36;82.781.160,00;0;;;0;230;21.071,57;13800;501,7;SIM;45.892.144,25;55.000.000,00;65.172.092,63
1759;11/10/15;2;14;21;60;22;51;60.938.664,50;0;;;0;70;50.966,89;5957;855,57;SIM;73.559.490,68;80.000.000,00;66.110.956,27
1760;13/11/2015;25;10;24;47;48;36;119.796.096,00;0;;;0;206;34.046,20;14689;682,09;SIM;86.479.127,04;110.000.000,00;67.956.618,62
1761;14/11/2015;53;36;10;9;50;55;165.510.502,50;0;;;0;176;55.056,18;17821;776,76;SIM;104.328.919,97;130.000.000,00;70.506.589,05
1762;18/11/2015;45;59;42;55;32;26;237.608.906,50;0;;;0;219;63.520,19;18595;1.068,71;SIM;129.954.301,54;170.000.000,00;74.167.357,86
1763;21/11/2015;21;9;15;36;12;31;297.383.730,00;0;;;0;689;25.269,18;43184;575,95;SIM;162.026.211,93;200.000.000,00;78.749.059,37
1764;25/11/2015;6;7;41;39;29;55;401.527.962,50;1;BRASÍLIA;DF;205.329.753,89;401;58.622,54;33850;992,09;NÃO;0;100.000.000,00;84.935.279,66
1765;28/11/2015;1;28;56;37;6;58;88.630.710,00;0;;;0;185;28.048,25;9138;811,2;SIM;92.385.569,00;105.000.000,00;86.300.786,31
1766;12/02/15;60;23;22;46;53;41;90.839.126,00;0;;;0;70;75.974,54;7088;1.071,87;SIM;102.182.286,21;110.000.000,00;87.700.317,35
1767;12/05/15;44;26;39;35;16;45;94.503.941,00;0;;;0;84;65.866,39;7608;1.038,90;SIM;112.374.242,31;125.000.000,00;89.156.311,09
1768;12/09/15;35;11;7;50;34;5;94.529.393,00;0;;;0;156;35.476,07;12402;637,48;SIM;122.568.943,34;135.000.000,00;90.612.696,97
1769;12/12/15;32;44;54;60;47;37;97.673.341,50;0;;;0;105;54.460,29;7782;1.049,73;SIM;164.704.569,73;175.000.000,00;92.117.520,71
1770;16/12/2015;34;30;41;11;27;26;104.834.271,50;0;;;0;110;55.796,09;8861;989,49;SIM;176.010.619,85;187.000.000,00;93.732.670,74
1771;19/12/2015;38;2;27;28;32;20;109.030.383,00;0;;;0;123;51.896,21;10330;882,75;SIM;187.769.207,55;195.000.000,00;95.412.469,00
1772;22/12/2015;27;39;19;41;12;45;89.096.143,50;2;CAMPOS BELOS;GO;98.688.974,76;244;21.377,77;13112;568,3;NÃO;0;3.000.000,00;96.785.146,44
;;;;;;;;;;SANTOS;SP;;;;;;;;;
1773;24/12/2015;45;41;39;30;15;59;33.889.656,50;0;;;0;36;55.113,48;2312;1.225,95;SIM;3.654.894,04;6.000.000,00;97.307.274,17
1774;26/12/2015;1;52;30;60;20;12;22.142.158,50;0;;;0;37;35.035,75;2707;684,11;SIM;128.027.188,92;280.000.000,00;128.027.188,92
1775;31/12/2015;31;2;51;42;18;56;620.312.112,00;6;ÁGUA BRANCA;AL;41.088.919,05;827;43.913,49;62767;826,55;NÃO;0;1.500.000,00;0
;;;;;;;;;;GUAÇUÍ;ES;;;;;;;;;
;;;;;;;;;;VILA VELHA;ES;;;;;;;;;
;;;;;;;;;;VITÓRIA;ES;;;;;;;;;
;;;;;;;;;;VITÓRIA;ES;;;;;;;;;
;;;;;;;;;;CERQUILHO;SP;;;;;;;;;
1776;01/02/16;39;11;48;14;19;10;7.895.436,50;0;;;0;17;27.190,70;1051;628,3;SIM;851.498,25;2.500.000,00;121.642,63
1777;01/06/16;55;4;44;38;19;52;30.249.282,00;0;;;0;62;28.129,17;3484;715,1;SIM;4.064.145,66;7.500.000,00;580.592,28
1778;01/09/16;4;38;48;10;45;40;36.261.571,50;0;;;0;37;56.503,91;3457;863,93;SIM;7.915.332,73;12.000.000,00;1.130.761,88
1779;01/12/16;25;56;30;12;39;57;23.299.384,50;0;;;0;30;44.777,18;2162;887,61;SIM;16.920.630,96;19.000.000,00;1.484.265,96
1780;14/01/2016;20;6;33;22;31;34;36.562.284,50;0;;;0;30;70.266,06;3095;972,98;SIM;20.803.755,49;24.000.000,00;2.038.998,04
1781;16/01/2016;22;8;52;1;53;49;41.885.585,00;2;MANAUS;AM;12.626.122,54;54;44.720,27;3941;875,37;NÃO;0;3.000.000,00;2.674.496,57
;;;;;;;;;;PRATA;MG;;;;;;;;;
1782;20/01/2016;34;57;47;18;6;52;26.275.648,00;0;;;0;110;13.771,92;3430;630,94;SIM;2.790.624,67;6.000.000,00;3.073.157,25
1783;23/01/2016;38;16;21;4;18;6;33.740.126,00;0;;;0;67;29.033,90;4886;568,75;SIM;6.374.019,75;10.000.000,00;3.585.070,85
1784;27/01/2016;30;15;54;55;26;4;33.471.119,50;0;;;0;32;60.305,07;2896;951,93;SIM;21.406.847,55;25.000.000,00;4.092.903,00
1785;30/01/2016;27;5;42;54;41;11;46.080.240,50;0;;;0;91;29.194,90;6410;592,09;SIM;26.300.833,65;30.000.000,00;4.792.043,88
1786;02/02/16;34;8;2;21;25;6;29.553.643,00;0;;;0;76;22.419,77;5065;480,58;SIM;29.439.600,20;33.000.000,00;5.240.439,12
1787;02/04/16;1;29;13;25;5;26;43.102.762,50;2;JUNDIAÍ;SP;17.008.680,52;167;14.880,66;8897;399,02;NÃO;0;3.000.000,00;5.894.404,97
;;;;;;;;;;SÃO CAETANO DO SUL;SP;;;;;;;;;
1788;02/06/16;42;45;56;13;3;59;24.935.750,00;0;;;0;41;35.064,86;3508;585,46;SIM;2.648.319,80;3.500.000,00;6.272.736,38
1789;02/10/16;57;59;6;25;43;58;15.395.562,00;0;;;0;16;55.476,51;1574;805,61;SIM;14.902.458,79;18.000.000,00;6.506.321,70
1790;13/02/2016;28;13;11;26;50;27;43.155.861,00;0;;;0;72;34.557,38;5672;626,67;SIM;19.485.858,98;24.000.000,00;7.161.093,17
1791;17/02/2016;55;12;50;18;53;46;44.687.387,50;0;;;0;36;71.567,53;3703;993,95;SIM;24.231.916,09;30.000.000,00;7.839.101,36
1792;20/02/2016;47;41;18;17;2;16;50.964.900,00;0;;;0;85;34.568,92;6593;636,68;SIM;29.644.681,07;35.000.000,00;8.612.353,52
1793;24/02/2016;56;13;22;54;14;58;52.274.470,50;1;IPUIUNA;MG;35.196.529,96;80;37.673,26;5158;834,72;NÃO;0;3.000.000,00;9.405.474,81
1794;27/02/2016;1;5;37;60;34;40;27.706.770,00;1;CUIABÁ;MT;2.942.618,04;64;24.959,71;3568;639,58;NÃO;0;18.000.000,00;9.825.848,83
1795;03/02/16;55;50;42;58;47;30;38.128.146,00;0;;;0;48;45.797,11;2549;1.232,00;SIM;18.655.346,92;24.000.000,00;10.404.338,57
1796;03/05/16;54;22;48;34;23;53;48.610.310,00;1;Curitiba;PR;23.818.040,93;48;58.387,61;4783;837,07;NÃO;0;3.000.000,00;11.141.866,30
1797;03/08/16;2;57;35;13;54;14;15.407.598,50;0;;;0;32;27.759,94;2516;504,38;SIM;1.636.375,41;3.500.000,00;11.375.634,23
1798;03/10/16;9;28;45;2;23;53;23.534.406,00;0;;;0;88;15.418,93;4315;449,21;SIM;4.135.864,44;6.600.000,00;11.732.704,11
1799;03/12/16;53;1;3;4;51;39;29.701.612,50;0;;;0;39;43.908,54;3102;788,63;SIM;17.663.326,20;21.000.000,00;12.183.344,37
1800;16/03/2016;31;56;16;6;11;19;41.343.148,00;1;TERESÓPOLIS;RJ;22.054.205,88;96;24.829,38;5710;596,35;NÃO;0;3.000.000,00;12.810.612,92
1801;19/03/2016;19;45;43;6;54;34;27.371.067,50;0;;;0;82;19.244,71;3265;690,46;SIM;2.906.964,51;6.500.000,00;13.225.893,58
1802;23/03/2016;6;14;2;17;44;13;29.632.225,00;0;;;0;99;17.256,89;6229;391,81;SIM;6.054.076,93;9.000.000,00;13.675.481,08
1803;26/03/2016;4;29;8;49;38;50;28.428.841,00;0;;;0;35;46.830,05;2641;886,59;SIM;9.073.383,05;13.000.000,00;14.106.810,53
1804;30/03/2016;20;50;48;59;28;21;34.551.692,00;0;;;0;23;86.611,40;2088;1.362,93;SIM;23.512.820,15;28.000.000,00;14.631.037,41
1805;04/02/16;17;49;27;22;57;31;48.568.747,50;0;;;0;53;52.834,14;4693;852,39;SIM;28.671.099,98;34.000.000,00;15.367.934,54
1806;04/06/16;11;42;55;58;35;20;55.654.595,50;0;;;0;86;37.310,94;5047;908,24;SIM;34.581.937,55;40.000.000,00;16.212.339,92
1807;04/09/16;43;15;22;1;16;25;67.545.257,50;0;;;0;94;41.428,63;7609;731,14;SIM;41.755.631,70;50.000.000,00;17.237.153,39
1808;13/04/2016;20;25;45;2;41;14;76.614.121,50;0;;;0;141;31.327,32;9208;685,29;SIM;49.892.491,27;60.000.000,00;18.399.561,91
1809;16/04/2016;23;12;54;46;9;24;85.960.518,00;0;;;0;188;26.361,78;13704;516,63;SIM;81.342.042,56;90.000.000,00;19.703.776,29
1810;20/04/2016;56;10;43;50;1;25;103.207.069,00;1;CABROBÓ;PE;92.303.225,84;266;22.369,76;14324;593,44;NÃO;0;2.500.000,00;21.269.659,63
1811;23/04/2016;32;37;5;35;17;57;24.593.303,00;0;;;0;82;17.291,66;4309;470,08;SIM;2.611.949,97;6.000.000,00;21.642.795,35
1812;27/04/2016;45;34;23;20;37;32;29.763.916,00;0;;;0;43;39.907,56;2976;823,74;SIM;5.773.048,72;10.000.000,00;22.094.380,90
1813;30/04/2016;51;9;13;15;19;11;39.165.192,50;0;;;0;209;10.804,08;9346;345,15;SIM;9.932.617,01;14.000.000,00;22.688.604,95
1814;05/03/16;53;51;27;11;46;9;26.648.079,50;0;;;0;51;30.125,16;3473;631,97;SIM;27.675.011,61;31.500.000,00;23.092.916,26
1815;05/05/16;60;8;25;39;41;11;45.317.219,50;3;CUIABÁ;MT;10.829.320,16;84;31.104,09;4553;819,78;NÃO;0;3.000.000,00;23.780.480,40
;;;;;;;;;;BELÉM;PA;;;;;;;;;
;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;
1816;05/07/16;12;10;46;28;22;5;27.317.451,00;0;;;0;112;14.062,28;6085;369,75;SIM;2.901.270,13;6.500.000,00;24.194.947,58
1817;05/11/16;47;1;26;55;39;4;31.871.619,50;0;;;0;49;37.500,89;3620;725,15;SIM;6.286.219,10;10.000.000,00;24.678.511,74
1818;14/05/2016;10;53;15;2;6;56;39.985.141,00;0;;;0;98;23.523,73;6394;515,06;SIM;10.532.870,63;16.000.000,00;25.285.176,26
1819;18/05/2016;37;26;18;30;33;17;42.065.250,50;0;;;0;30;80.841,77;4092;846,68;SIM;27.454.572,98;33.000.000,00;25.923.400,72
1820;21/05/2016;27;19;23;3;45;40;55.315.218,00;0;;;0;182;17.522,94;9333;488,15;SIM;33.329.366,70;40.000.000,00;26.762.656,99
1821;25/05/2016;53;31;19;52;36;22;60.860.145,50;2;SALVADOR;BA;19.896.531,79;84;41.772,19;6145;815,73;NÃO;0;2.500.000,00;27.686.042,28
;;;;;;;;;;BELÉM;PA;;;;;;;;;
1822;28/05/2016;22;53;26;1;43;50;24.684.450,00;0;;;0;23;61.876,99;1885;1.078,56;SIM;2.621.630,30;6.000.000,00;28.060.560,90
1823;06/01/16;54;34;59;21;9;4;31.057.124,00;0;;;0;70;25.579,78;4110;622,37;SIM;5.920.075,17;10.000.000,00;28.531.767,32
1824;06/04/16;19;30;60;12;6;5;38.588.368,00;0;;;0;157;14.170,67;8192;387,97;SIM;24.071.272,35;28.500.000,00;29.117.239,65
1825;06/07/16;21;54;10;50;51;11;30.719.489,50;1;FORTALEZA;CE;27.333.858,49;41;43.198,01;3176;796,65;NÃO;0;2.200.000,00;29.583.323,40
1826;06/09/16;43;48;32;19;17;51;23.770.859,00;0;;;0;42;32.630,91;2476;790,73;SIM;2.524.601,69;5.000.000,00;29.943.980,80
1827;06/11/16;43;33;53;26;54;42;26.673.272,50;0;;;0;44;34.950,81;2487;883,35;SIM;5.357.456,36;9.000.000,00;30.348.674,34
1828;15/06/2016;40;32;11;6;59;48;32.592.364,00;0;;;0;36;52.197,16;2502;1.072,91;SIM;8.818.952,53;13.000.000,00;30.843.173,81
1829;18/06/2016;53;32;30;7;24;13;37.916.872,00;0;;;0;103;21.224,08;6254;499,35;SIM;22.971.302,58;27.000.000,00;31.418.458,03
1830;22/06/2016;29;3;54;7;37;60;42.529.525,50;1;RIO DE JANEIRO;RJ;27.488.182,36;100;24.520,21;6640;527,54;NÃO;0;2.500.000,00;32.063.726,57
1831;25/06/2016;55;15;48;32;28;27;24.629.594,50;1;ITABORAI;RJ;2.615.804,34;71;20.000,12;3168;640,33;NÃO;0;2.500.000,00;32.437.412,92
1832;29/06/2016;34;47;57;56;14;46;22.501.927,00;0;;;0;31;41.849,62;1786;1.037,70;SIM;2.389.833,83;5.500.000,00;32.778.817,76
1833;07/02/16;2;42;3;27;16;7;30.419.207,00;0;;;0;105;16.702,91;6930;361,53;SIM;5.620.528,25;9.000.000,00;33.240.345,55
1834;07/06/16;2;22;51;24;48;17;33.185.138,00;1;CAPITÓLIO;MG;9.144.980,42;100;19.132,74;5132;532,58;NÃO;0;15.000.000,00;33.743.838,73
1835;07/09/16;50;36;8;28;47;58;35.420.563,50;0;;;0;41;49.808,69;3133;931,17;SIM;13.993.542,04;18.000.000,00;34.281.248,36
1836;07/12/16;59;18;45;60;8;15;27.231.904,00;0;;;0;46;34.131,37;2948;760,82;SIM;16.885.726,58;20.000.000,00;34.694.417,59
1837;14/07/2016;41;48;57;50;44;54;37.043.030,50;0;;;0;32;66.740,59;2346;1.300,51;SIM;20.819.909,09;25.000.000,00;35.256.443,67
1838;16/07/2016;59;24;30;8;57;5;41.308.785,00;1;SALVADOR;BA;25.207.139,21;115;20.709,91;5293;642,8;NÃO;0;2.500.000,00;35.883.190,85
1839;20/07/2016;28;32;22;56;58;7;24.166.919,00;0;;;0;30;46.444,42;2933;678,64;SIM;13.593.147,19;18.000.000,00;36.249.857,37
1840;23/07/2016;33;41;48;15;17;47;39.578.910,00;0;;;0;59;38.676,34;4879;668,14;SIM;17.796.654,66;22.500.000,00;36.850.358,45
1841;27/07/2016;6;51;13;38;49;3;43.752.614,50;0;;;0;81;31.142,44;6170;584,05;SIM;22.443.433,51;27.000.000,00;37.514.184,01
1842;30/07/2016;18;43;22;24;16;34;50.451.173,50;1;ALEGRETE;RS;27.801.637,78;100;29.087,40;6722;618,17;NÃO;0;2.500.000,00;38.279.641,78
1843;08/03/16;28;26;33;41;8;54;25.284.829,50;1;LAGARTO;SE;2.685.394,05;51;28.584,03;3046;683,7;NÃO;0;2.500.000,00;38.663.269,52
1844;08/06/16;4;3;37;39;48;50;26.726.059,50;0;;;0;21;73.375,18;2121;1.037,83;SIM;15.241.649,60;19.000.000,00;39.068.763,96
1845;08/09/16;9;3;29;13;30;51;25.663.326,50;0;;;0;75;19.728,10;4312;490,19;SIM;17.967.242,21;21.000.000,00;39.458.134,34
